,text_id,text,task_1,task_2,task_3,clean_tweets,label
80,hasoc_en_81,Dear @ICC this is world cup not a club cricket so please check the umpiring errors instead of @msdhoni gloves.  #DhoniKeepsTheGlove #DhoniKeepTheGlove   #DhoniKeSaathDesh,NOT,NONE,NONE,dear thi is world cup not a club cricket so pleas check the umpir error instead of gloves. #dhonikeepstheglov #dhonikeeptheglov #dhonikesaathdesh,0
81,hasoc_en_82,#INDvsNZ toss be like....#ShameOnICC https://t.co/aO6mN6OEl7,NOT,NONE,NONE,#indvsnz toss be like....#shameonicc,0
82,hasoc_en_83,"@dna Instead of focusing on game, why have a unnecessary controversy. Is wearing a symbol only way to show respect. Rather Win the worldcup and dedicate it to our forces. It will give them more high n respect worldover. Its a matter of priority n  focus.#DhoniKeepsTheGlove",NOT,NONE,NONE,"instead of focus on game, whi have a unnecessari controversy. is wear a symbol onli way to show respect. rather win the worldcup and dedic it to our forces. it will give them more high n respect worldover. it a matter of prioriti n focus.#dhonikeepstheglov",0
83,hasoc_en_84,Boris Johnson = chaos  @RoryStewartUK  = stability    It really is as simple as that! #Toryleadership #BorisJohnsonShouldNotBePM https://t.co/Uv37w5YMVC,NOT,NONE,NONE,bori johnson = chao = stabil it realli is as simpl as that! #toryleadership #borisjohnsonshouldnotbepm,0
84,hasoc_en_85,#DhoniKeepsTheGlove     What's wrong with @ICC??   Dhoni is first a soldier then a cricketer.....   @BCCI,NOT,NONE,NONE,#dhonikeepstheglov what' wrong with ?? dhoni is first a soldier then a cricketer.....,0
85,hasoc_en_86,#DoctorsFightBack #PresidentsRule is only option TMC goons r not in control of @mamt https://t.co/XZvOa2LaO5,NOT,NONE,NONE,#doctorsfightback #presidentsrul is onli option tmc goon r not in control of,0
86,hasoc_en_87,@ICC why is it okay? #DhoniKeepsTheGlove #DhoniKeSaathDesh https://t.co/my3pMe9x2O,NOT,NONE,NONE,whi is it okay? #dhonikeepstheglov #dhonikesaathdesh,0
87,hasoc_en_88,You #supportdhoni  #MSDHONI  #DhoniKeSaathDesh  #Dhoni ???  #BCCI  #CWC19  #DhoniKeepTheGloves  #DhoniKeepsTheGlove  #DhoniKeepBalidaanBadgeGlove  #BalidanBadge  #Balidan  #bbccricket  #CricketWorldCup2019  #WorldCup2019    Retweet 🔄 for #msdhonigloves   Like 👍 👇,NOT,NONE,NONE,you #supportdhoni #msdhoni #dhonikesaathdesh #dhoni ??? #bcci #cwc19 #dhonikeeptheglov #dhonikeepstheglov #dhonikeepbalidaanbadgeglov #balidanbadg #balidan #bbccricket #cricketworldcup2019 #worldcup2019 retweet 🔄 for #msdhoniglov like 👍 👇,0
88,hasoc_en_89,@cbouzy Did my part.    #Murderer,NOT,NONE,NONE,did my part. #murder,0
89,hasoc_en_90,Hypocrisy of the Indian elite    #SaveBengal #Savethedoctors #India #MamataLosingControl #MamataBanerjee #Kolkata #WestBengal #BengalDoctorsStrike @MamataOfficial @BJPBengal @NewIndianXpress @TimesNow @republic #democracy #DoctorsFightBack #DoctorsStrike #DoctorsProtest https://t.co/OEDcx2uCeq,NOT,NONE,NONE,hypocrisi of the indian elit #savebeng #savethedoctor #india #mamatalosingcontrol #mamatabanerje #kolkata #westbeng #bengaldoctorsstrik #democraci #doctorsfightback #doctorsstrik #doctorsprotest,0
90,hasoc_en_91,5000+ Doctors and Non Medicos walked from NRS to CNMC for our cause.   History has been created as this is probably one of the biggest movement that has been carried out by the doctors.   #DoctorsFightBack https://t.co/QVZ12X03ma https://t.co/OKgUzp5JRa,NOT,NONE,NONE,5000+ doctor and non medico walk from nr to cnmc for our cause. histori ha been creat as thi is probabl one of the biggest movement that ha been carri out by the doctors. #doctorsfightback,0
91,hasoc_en_92,@realDonaldTrump Destroy our country?  More like defending our country against a treasonous traitor in the white house!    #TrumpIsATraitor   #TrumpTaxes  #TrumpsAnInternationalDisgrace   #TrumpMustResign,HOF,OFFN,TIN,destroy our country? more like defend our countri against a treason traitor in the white house! #trumpisatraitor #trumptax #trumpsaninternationaldisgrac #trumpmustresign,3
92,hasoc_en_93,Gabor nails it again. A voice of reason.  #BorisJohnsonShouldNotBePM https://t.co/OzkGK5vL7n,NOT,NONE,NONE,gabor nail it again. a voic of reason. #borisjohnsonshouldnotbepm,0
93,hasoc_en_94,Few minutes left for Almond #OnePlus7Pro on @amazonIN   Available with #SBI Cash back of ₹2000 and up to 6 months No Cost EMI 💳    Quick hands on to buy it 👇    #OnePlus7 #OnePlus7IsHere #OnePlus7Pro #OnePlus  #WeTheNorth #ShameOnICC #FridayMotivation #FridayFeeling #NBAFinals,NOT,NONE,NONE,few minut left for almond #oneplus7pro on avail with #sbi cash back of ₹2000 and up to 6 month no cost emi 💳 quick hand on to buy it 👇 #oneplus7 #oneplus7isher #oneplus7pro #oneplu #wethenorth #shameonicc #fridaymotiv #fridayfeel #nbafin,0
94,hasoc_en_95,AOC asks the FBI why they give white supremacists a pass #Resist #ResistTrump #FuckTrump https://t.co/kZscCJo2jR,NOT,NONE,NONE,aoc ask the fbi whi they give white supremacist a pass #resist #resisttrump #fucktrump,0
95,hasoc_en_96,@kojikabu @Maggie_Klaus @JoeBiden What it is that we will do anything to get trump the hell out there EXCEPT CHEAT LIKE TRUMP DID!!!!  #FuckTrump #Bluewave2020,HOF,HATE,TIN,what it is that we will do anyth to get trump the hell out there except cheat like trump did!!!! #fucktrump #bluewave2020,2
96,hasoc_en_97,"Boris Johnson will lie about anything if it gives him an advantage. In the local elections he was forced to delete a tweet claiming to have just voted...BUT, there were no elections in his area! This Trump-like compulsive liar just can't stop himself... #BorisJohnsonShouldNotBePM https://t.co/Gpm4d9k8oR",NOT,NONE,NONE,"bori johnson will lie about anyth if it give him an advantage. in the local elect he wa forc to delet a tweet claim to have just voted...but, there were no elect in hi area! thi trump-lik compuls liar just can't stop himself... #borisjohnsonshouldnotbepm",0
97,hasoc_en_98,"Ian Bagg Part 4: He once told a feature act who asked to sell his album after the show, “Nope, they came for me, not you”     #Fact #DoucheBag #50YearOldMan #47viewedPodcast",NOT,NONE,NONE,"ian bagg part 4: he onc told a featur act who ask to sell hi album after the show, “nope, they came for me, not you” #fact #douchebag #50yearoldman #47viewedpodcast",0
98,hasoc_en_99,@GuidoFawkes What a nasty lot #ToryLeadershipContest contenders have exposed themselves to be!  #ToryLeadershipContest   #BorisJohnsonShouldNotBePM,NOT,NONE,NONE,what a nasti lot #toryleadershipcontest contend have expos themselv to be! #toryleadershipcontest #borisjohnsonshouldnotbepm,0
99,hasoc_en_100,Marlon Craft - Gang Shit (Official Music Video) https://t.co/jh7QJds6n0 via @YouTube @GOP #FuckTrump #CopsAreTheGang,NOT,NONE,NONE,marlon craft - gang shit (offici music video) via #fucktrump #copsarethegang,0
100,hasoc_en_101,@BorisJohnson If we want to unite our country- we should commit that anyone who us scared to face a bit of public scrutiny shouldn't be allowed to run for Prime Minister...  #BorisJohnsonShouldNotBePM #BorisJohnson #ToryLeadership #ToryLeadershipDebate #ToriesOut,NOT,NONE,NONE,if we want to unit our country- we should commit that anyon who us scare to face a bit of public scrutini shouldn't be allow to run for prime minister... #borisjohnsonshouldnotbepm #borisjohnson #toryleadership #toryleadershipdeb #toriesout,0
101,hasoc_en_102,Analysis: Sarah Sanders' legacy: The death of the White House press briefing #Resist #ResistTrump #FuckTrump https://t.co/jjU0hqifun,NOT,NONE,NONE,analysis: sarah sanders' legacy: the death of the white hous press brief #resist #resisttrump #fucktrump,0
102,hasoc_en_103,So it looks like the lying incompetent homophobic racist #BorisJohnson will be the next #Tory leader...well at least we’ll get a #GeneralElection eh Boris?  #BorisJohnsonShouldNotBePM #ToryDrugOff #ToryLeadershipContest https://t.co/Ho4HibTo7A,HOF,OFFN,TIN,so it look like the lie incompet homophob racist #borisjohnson will be the next #tori leader...wel at least we’ll get a #generalelect eh boris? #borisjohnsonshouldnotbepm #torydrugoff #toryleadershipcontest,3
103,hasoc_en_104,It's not a windmill.  It's not a fan.  It's a wind turbine and it's good for the environment.    #fucktrump https://t.co/jWfqPYuV2Y,NOT,NONE,NONE,it' not a windmill. it' not a fan. it' a wind turbin and it' good for the environment. #fucktrump,0
104,hasoc_en_105,@mayukhrghosh This is applaudable move by doctors. They save our lives. We must support them against the voilence. #Savethedoctors  #DoctorsFightBack,NOT,NONE,NONE,thi is applaud move by doctors. they save our lives. we must support them against the voilence. #savethedoctor #doctorsfightback,0
105,hasoc_en_106,This will not work we are not scapegoats.. centre should intervene. .  #DoctorsFightBack @narendramodi @PMOIndia @AmitShah @drharshvardhan,NOT,NONE,NONE,thi will not work we are not scapegoats.. centr should intervene. . #doctorsfightback,0
106,hasoc_en_107,"Mitch McConnell, Too, Welcomes Russian Interference #Resist #ResistTrump #FuckTrump https://t.co/lrfPdmtEyk",NOT,NONE,NONE,"mitch mcconnell, too, welcom russian interfer #resist #resisttrump #fucktrump",0
107,hasoc_en_108,"If a doctor needs to be assualted or killed for every patient who dies during treatment, then here is a list of people who also deserve the same fate. #Savethedoctors #SaveBengal #savethesaviour #SaveDoctors #DoctorsFightBack #DoctorsStrike #DoctorsProtest #doctor #DoctorStrike https://t.co/RPe3CTQPp3",NOT,NONE,NONE,"if a doctor need to be assualt or kill for everi patient who die dure treatment, then here is a list of peopl who also deserv the same fate. #savethedoctor #savebeng #savethesaviour #savedoctor #doctorsfightback #doctorsstrik #doctorsprotest #doctor #doctorstrik",0
108,hasoc_en_109,@mkraju Says the guy who killed the tree that Macron gave u for friendship n peace!! #sad #douchebag,NOT,NONE,NONE,say the guy who kill the tree that macron gave u for friendship n peace!! #sad #douchebag,0
109,hasoc_en_110,@TheRealOJ32 ...You're finally going to admit to something bad you did in the past?    #Juice #THEJUICEISLOOSE  #OJ #Simpson #Golf #course #Killer  Are you #OnTheHunt for the real #Killers?  #Murder #Redrum #Murderer?  #NicoleBrownSimpson #RonGoldman #Admit what you did #Comeclean  Tell the #truth https://t.co/LHiXlgS0wW,NOT,NONE,NONE,...you'r final go to admit to someth bad you did in the past? #juic #thejuiceisloos #oj #simpson #golf #cours #killer are you #onthehunt for the real #killers? #murder #redrum #murderer? #nicolebrownsimpson #rongoldman #admit what you did #comeclean tell the #truth,0
110,hasoc_en_111,#BorisJohnsonShouldNotBePM he is already ducking and diving the 5 friendly candidates...God help us when it comes to to the 27 European countries!! https://t.co/siS59z36pR,NOT,NONE,NONE,#borisjohnsonshouldnotbepm he is alreadi duck and dive the 5 friendli candidates...god help us when it come to to the 27 european countries!!,0
111,hasoc_en_112,1.Death of Dr Payal Tadvi  2.Arresting of Dr kafeel khan  3.72 children die due to insufficient oxygen!  Where were these doctors?  #DoctorsStrike  #DoctorsFightBack #DoctorsProtest #Savethedoctors,NOT,NONE,NONE,1.death of dr payal tadvi 2.arrest of dr kafeel khan 3.72 children die due to insuffici oxygen! where were these doctors? #doctorsstrik #doctorsfightback #doctorsprotest #savethedoctor,0
112,hasoc_en_113,"Vinay Tewari, Consulting Editor: Global sporting events across the world work on volunteers &amp; I'm not too sure if #England is so badly placed that they can't hire 100 people as volunteers to push the cover to the ground #ShameOnICC https://t.co/c31H5rY6PJ",NOT,NONE,NONE,"vinay tewari, consult editor: global sport event across the world work on volunt &amp; i'm not too sure if #england is so badli place that they can't hire 100 peopl as volunt to push the cover to the ground #shameonicc",0
113,hasoc_en_114,#IndianPsychiatricSociety stands by #IndianMedicalAssociation. Condemns #ViolenceAgainstDoctors  #DoctorsFightBack #SolidarityWithNRSMCH #StopViolenceAgainstDoctors @MamataOfficial https://t.co/FIpSvBEdDb,NOT,NONE,NONE,#indianpsychiatricsocieti stand by #indianmedicalassociation. condemn #violenceagainstdoctor #doctorsfightback #solidaritywithnrsmch #stopviolenceagainstdoctor,0
114,hasoc_en_115,I urge every Indian to send mail to icc at enquiry@icc-cricket.com with this image asking them why he can’t keep the logo on that glove ?   #DhoniKeepTheGlove  #DhoniKeepsTheGlove https://t.co/OYP3eJcGCt,NOT,NONE,NONE,i urg everi indian to send mail to icc at enquiry.com with thi imag ask them whi he can’t keep the logo on that glove ? #dhonikeeptheglov #dhonikeepstheglov,0
115,hasoc_en_116,@realDonaldTrump @StateDept @SecPompeo Japan disagrees...they saw something 'flying in' and then hitting the boat. #TrumpIsATraitor https://t.co/ADZvw82uZi,NOT,NONE,NONE,japan disagrees...they saw someth 'fli in' and then hit the boat. #trumpisatraitor,0
116,hasoc_en_117,@DesiCryptoHodlr In #India the severity of punishment for Holding just #bitcoin is equivalent the crime done by a #Rapist or a #Murderer Or #money Launderer or extortionist.   Really amazed to see where we are Heading.,NOT,NONE,NONE,in #india the sever of punish for hold just #bitcoin is equival the crime done by a #rapist or a #murder or #money launder or extortionist. realli amaz to see where we are heading.,0
117,hasoc_en_118,@TajinderBagga @fawadchaudhry 2uat @cricketworldcup is doing they have objection on #DhoniKeepsTheGlove,NOT,NONE,NONE,2uat is do they have object on #dhonikeepstheglov,0
118,hasoc_en_119,Do your job #Senators #MBS #Murderer https://t.co/L0w7owl9gc,NOT,NONE,NONE,do your job #senat #mb #murder,0
119,hasoc_en_120,#Trump's Constant Attacks on #FreePress are Merciless Attacks on #Democracy's Foundation #FuckTrump #TrumpFascism #ImpeachTheMF #StopFascism #Drumpf #ResistTrump #FascistTrump #SaveDemocracy #Cult45 #NotMyPresident #StopHate  #DumpTrump #PutinsPuppet #FBR https://t.co/nMKXGqFxMx,NOT,NONE,NONE,#trump' constant attack on #freepress are merciless attack on #democracy' foundat #fucktrump #trumpfasc #impeachthemf #stopfasc #drumpf #resisttrump #fascisttrump #savedemocraci #cult45 #notmypresid #stophat #dumptrump #putinspuppet #fbr,0
120,hasoc_en_121,@realDonaldTrump @JedediahBila Is there anything our so-called President does other than eating hamberder’s in bed and watching FauxNews while tweeting?    #LockTrumpUp  #ImpeachmentInquiryNow   #ImpeachTrump   #ImpeachBarr   #ImpeachMnuchin  #TrumpIsATraitor,NOT,NONE,NONE,is there anyth our so-cal presid doe other than eat hamberder’ in bed and watch fauxnew while tweeting? #locktrumpup #impeachmentinquirynow #impeachtrump #impeachbarr #impeachmnuchin #trumpisatraitor,0
121,hasoc_en_122,Meanwhile ....Dhoni's Reply To ICC ......    #DhoniKeepTheGlove #DhoniKeepsTheGlove   #DhoniKeSaathDesh  #dhonigloves #dhoni https://t.co/cEOOw8Kln3,NOT,NONE,NONE,meanwhil ....dhoni' repli to icc ...... #dhonikeeptheglov #dhonikeepstheglov #dhonikesaathdesh #dhoniglov #dhoni,0
122,hasoc_en_123,अभी भी समय बचा हुआ है।   Shift the #ICCCricketWorldCup2019   In India.😂😂  We need rain.  @BCCI  @ICC   @imVkohli   @msdhoni   @hardikpandya7   @SDhawan25     #ShameOnICC,NOT,NONE,NONE,अभी भी समय बचा हुआ है। shift the #icccricketworldcup2019 in india.😂😂 we need rain. #shameonicc,0
123,hasoc_en_124,"The whole #Dhoni’s gloves controversy during #CWC19, is outright immature &amp; mindless. I’d understand if there was anyone else you’d question the integrity &amp; intention  of, but not this guy. He is as pure &amp; genuine an ambassador of Sport, as you’ll ever get.     #DhoniKeepsTheGlove",NOT,NONE,NONE,"the whole #dhoni’ glove controversi dure #cwc19, is outright immatur &amp; mindless. i’d understand if there wa anyon els you’d question the integr &amp; intent of, but not thi guy. he is as pure &amp; genuin an ambassador of sport, as you’ll ever get. #dhonikeepstheglov",0
124,hasoc_en_125,"@mariomorgado @USWNT Losing 1, 13 or 100 is the same level of disappointment, so is winning 1 or 100 it's the same level of achievement and should be rewarded with any level of celebration desired.. It's hard work rewarded, not charity! #douchebag",NOT,NONE,NONE,"lose 1, 13 or 100 is the same level of disappointment, so is win 1 or 100 it' the same level of achiev and should be reward with ani level of celebr desired.. it' hard work rewarded, not charity! #douchebag",0
125,hasoc_en_126,@aditi_hbl Proactive? Directive from above !! .. it is shameful interpretation from a journalist .  Every movement has a turning point ...   It is Now or Never   #DoctorsFightBack   #StopViolenceAgainstDoctors https://t.co/HFOFwA8S5M,NOT,NONE,NONE,proactive? direct from abov !! .. it is shame interpret from a journalist . everi movement ha a turn point ... it is now or never #doctorsfightback #stopviolenceagainstdoctor,0
